time: 1588269097, Messages: 0, Members Joined 0time: 1588269102, Messages: 0, Members Joined 0time: 1588269107, Messages: 0, Members Joined 0time: 1588269112, Messages: 0, Members Joined 0time: 1588269117, Messages: 0, Members Joined 0time: 1588269124.4648519, Messages: 0, Members Joined 0time: 1588269129.4713562, Messages: 0, Members Joined 0time: 1588269134.4778728, Messages: 0, Members Joined 0time: 1588269139.4858582, Messages: 0, Members Joined 0time: 1588269144.4853535, Messages: 0, Members Joined 0time: 1588269149.490853, Messages: 0, Members Joined 0time: 1588269154.4963732, Messages: 0, Members Joined 0time: 1588269159.5028741, Messages: 0, Members Joined 0time: 1588269164.5023532, Messages: 0, Members Joined 0time: 1588269169.5093548, Messages: 0, Members Joined 0time: 1588269174.516356, Messages: 0, Members Joined 0time: 1588269179.5218625, Messages: 0, Members Joined 0time: 1588269184.5373557, Messages: 0, Members Joined 0time: 1588269189.5423524, Messages: 0, Members Joined 0time: 1588269194.5493543, Messages: 0, Members Joined 0time: 1588269199.5553539, Messages: 0, Members Joined 0time: 1588269204.5688562, Messages: 0, Members Joined 0time: 1588269209.571371, Messages: 0, Members Joined 0time: 1588269214.5778565, Messages: 0, Members Joined 0time: 1588269219.5838552, Messages: 0, Members Joined 0time: 1588269224.6033542, Messages: 0, Members Joined 0time: 1588269229.6138558, Messages: 0, Members Joined 0time: 1588269234.6238546, Messages: 0, Members Joined 0time: 1588269294, Messages: 0, Members Joined 0
time: 1588269299, Messages: 1, Members Joined 0
time: 1588275464, Messages: 0, Members Joined 0
time: 1588275469, Messages: 0, Members Joined 0
time: 1588275474, Messages: 0, Members Joined 0
time: 1588275479, Messages: 0, Members Joined 0
time: 1588275484, Messages: 0, Members Joined 0
time: 1588275489, Messages: 0, Members Joined 0
time: 1588275494, Messages: 0, Members Joined 0
time: 1588275499, Messages: 0, Members Joined 0
time: 1588275504, Messages: 0, Members Joined 0
time: 1588275509, Messages: 0, Members Joined 0
time: 1588275514, Messages: 0, Members Joined 0
time: 1588275519, Messages: 0, Members Joined 0
time: 1588275524, Messages: 0, Members Joined 0
time: 1588275529, Messages: 0, Members Joined 0
time: 1588275534, Messages: 0, Members Joined 0
time: 1588275539, Messages: 0, Members Joined 0
time: 1588275544, Messages: 0, Members Joined 0
time: 1588275549, Messages: 0, Members Joined 0
time: 1588275554, Messages: 0, Members Joined 0
time: 1588275559, Messages: 0, Members Joined 0
time: 1588275564, Messages: 0, Members Joined 0
time: 1588275569, Messages: 0, Members Joined 0
time: 1588275574, Messages: 0, Members Joined 0
time: 1588275579, Messages: 0, Members Joined 0
time: 1588275584, Messages: 0, Members Joined 0
time: 1588275589, Messages: 0, Members Joined 0
time: 1588275594, Messages: 0, Members Joined 0
time: 1588275599, Messages: 0, Members Joined 0
time: 1588275604, Messages: 0, Members Joined 0
time: 1588275609, Messages: 0, Members Joined 0
time: 1588275614, Messages: 0, Members Joined 0
time: 1588275619, Messages: 1, Members Joined 0
time: 1588275624, Messages: 0, Members Joined 0
time: 1588275629, Messages: 0, Members Joined 0
time: 1588275634, Messages: 0, Members Joined 0
time: 1588275639, Messages: 0, Members Joined 0
time: 1588275644, Messages: 0, Members Joined 0
time: 1588275649, Messages: 0, Members Joined 0
time: 1588275654, Messages: 0, Members Joined 0
time: 1588275659, Messages: 0, Members Joined 0
time: 1588275664, Messages: 0, Members Joined 0
time: 1588275669, Messages: 0, Members Joined 0
time: 1588275674, Messages: 0, Members Joined 0
time: 1588275679, Messages: 0, Members Joined 0
time: 1588275684, Messages: 0, Members Joined 0
time: 1588275689, Messages: 0, Members Joined 0
time: 1588275694, Messages: 0, Members Joined 0
time: 1588275699, Messages: 0, Members Joined 0
time: 1588275704, Messages: 0, Members Joined 0
time: 1588275709, Messages: 1, Members Joined 0
time: 1588275714, Messages: 0, Members Joined 0
time: 1588275719, Messages: 0, Members Joined 0
time: 1588275724, Messages: 0, Members Joined 0
time: 1588275729, Messages: 0, Members Joined 0
time: 1588275734, Messages: 0, Members Joined 0
time: 1588275739, Messages: 0, Members Joined 0
time: 1588275744, Messages: 0, Members Joined 0
time: 1588275749, Messages: 0, Members Joined 0
time: 1588275754, Messages: 0, Members Joined 0
time: 1588275759, Messages: 0, Members Joined 0
time: 1588275764, Messages: 0, Members Joined 0
time: 1588275769, Messages: 0, Members Joined 0
time: 1588275774, Messages: 0, Members Joined 0
time: 1588275779, Messages: 0, Members Joined 0
time: 1588275784, Messages: 0, Members Joined 0
time: 1588275789, Messages: 0, Members Joined 0
time: 1588275794, Messages: 0, Members Joined 0
time: 1588275799, Messages: 0, Members Joined 0
time: 1588275804, Messages: 0, Members Joined 0
time: 1588275809, Messages: 0, Members Joined 0
time: 1588275814, Messages: 0, Members Joined 0
time: 1588275819, Messages: 0, Members Joined 0
time: 1588275824, Messages: 0, Members Joined 0
time: 1588275829, Messages: 0, Members Joined 0
time: 1588275834, Messages: 0, Members Joined 0
time: 1588275839, Messages: 0, Members Joined 0
time: 1588275844, Messages: 0, Members Joined 0
time: 1588275849, Messages: 0, Members Joined 0
time: 1588275854, Messages: 0, Members Joined 0
time: 1588275859, Messages: 0, Members Joined 0
time: 1588275864, Messages: 0, Members Joined 0
time: 1588275869, Messages: 0, Members Joined 0
time: 1588275874, Messages: 0, Members Joined 0
time: 1588275879, Messages: 0, Members Joined 0
time: 1588275884, Messages: 0, Members Joined 0
time: 1588275889, Messages: 0, Members Joined 0
time: 1588275894, Messages: 0, Members Joined 0
time: 1588275899, Messages: 0, Members Joined 0
time: 1588275904, Messages: 0, Members Joined 0
time: 1588275909, Messages: 0, Members Joined 0
time: 1588275914, Messages: 0, Members Joined 0
time: 1588275919, Messages: 0, Members Joined 0
time: 1588275924, Messages: 0, Members Joined 0
time: 1588275929, Messages: 0, Members Joined 0
time: 1588275934, Messages: 0, Members Joined 0
time: 1588275939, Messages: 0, Members Joined 0
time: 1588275944, Messages: 0, Members Joined 0
time: 1588275949, Messages: 0, Members Joined 0
time: 1588275954, Messages: 0, Members Joined 0
time: 1588275959, Messages: 0, Members Joined 0
time: 1588275964, Messages: 0, Members Joined 0
time: 1588275969, Messages: 0, Members Joined 0
time: 1588275974, Messages: 0, Members Joined 0
time: 1588275979, Messages: 0, Members Joined 0
time: 1588275984, Messages: 0, Members Joined 0
time: 1588275989, Messages: 0, Members Joined 0
time: 1588275994, Messages: 0, Members Joined 0
time: 1588275999, Messages: 0, Members Joined 0
time: 1588276004, Messages: 0, Members Joined 0
time: 1588276009, Messages: 0, Members Joined 0
time: 1588276014, Messages: 0, Members Joined 0
time: 1588276019, Messages: 0, Members Joined 0
time: 1588276024, Messages: 0, Members Joined 0
time: 1588276029, Messages: 0, Members Joined 0
time: 1588276034, Messages: 0, Members Joined 0
time: 1588276039, Messages: 0, Members Joined 0
time: 1588276044, Messages: 0, Members Joined 0
time: 1588276049, Messages: 0, Members Joined 0
time: 1588276054, Messages: 0, Members Joined 0
time: 1588276059, Messages: 0, Members Joined 0
time: 1588276064, Messages: 0, Members Joined 0
time: 1588276069, Messages: 0, Members Joined 0
time: 1588276074, Messages: 0, Members Joined 0
time: 1588276079, Messages: 0, Members Joined 0
time: 1588276084, Messages: 0, Members Joined 0
time: 1588276089, Messages: 0, Members Joined 0
time: 1588276094, Messages: 0, Members Joined 0
time: 1588276099, Messages: 0, Members Joined 0
time: 1588276104, Messages: 0, Members Joined 0
time: 1588276109, Messages: 0, Members Joined 0
time: 1588276114, Messages: 0, Members Joined 0
time: 1588276119, Messages: 0, Members Joined 0
time: 1588276124, Messages: 0, Members Joined 0
time: 1588276129, Messages: 0, Members Joined 0
time: 1588276134, Messages: 0, Members Joined 0
time: 1588276139, Messages: 0, Members Joined 0
time: 1588276144, Messages: 0, Members Joined 0
time: 1588276149, Messages: 0, Members Joined 0
time: 1588276154, Messages: 0, Members Joined 0
time: 1588276159, Messages: 0, Members Joined 0
time: 1588276164, Messages: 0, Members Joined 0
time: 1588276169, Messages: 0, Members Joined 0
time: 1588276174, Messages: 0, Members Joined 0
time: 1588276179, Messages: 0, Members Joined 0
time: 1588276184, Messages: 0, Members Joined 0
time: 1588276189, Messages: 0, Members Joined 0
time: 1588276196, Messages: 0, Members Joined 0
time: 1588276201, Messages: 0, Members Joined 0
time: 1588276206, Messages: 0, Members Joined 0
time: 1588276211, Messages: 0, Members Joined 0
time: 1588276216, Messages: 0, Members Joined 0
time: 1588276221, Messages: 0, Members Joined 0
time: 1588276226, Messages: 0, Members Joined 0
time: 1588276231, Messages: 0, Members Joined 0
time: 1588276236, Messages: 0, Members Joined 0
time: 1588276241, Messages: 0, Members Joined 0
time: 1588276246, Messages: 0, Members Joined 0
time: 1588276251, Messages: 0, Members Joined 0
time: 1588276256, Messages: 0, Members Joined 0
time: 1588276261, Messages: 0, Members Joined 0
time: 1588276266, Messages: 0, Members Joined 0
time: 1588276271, Messages: 0, Members Joined 0
time: 1588276276, Messages: 0, Members Joined 0
time: 1588276281, Messages: 0, Members Joined 0
time: 1588276286, Messages: 0, Members Joined 0
time: 1588276291, Messages: 0, Members Joined 0
time: 1588276296, Messages: 0, Members Joined 0
time: 1588276301, Messages: 0, Members Joined 0
time: 1588276306, Messages: 0, Members Joined 0
time: 1588276311, Messages: 0, Members Joined 0
time: 1588276316, Messages: 0, Members Joined 0
time: 1588276321, Messages: 0, Members Joined 0
time: 1588276326, Messages: 0, Members Joined 0
time: 1588276450, Messages: 0, Members Joined 0
time: 1588276455, Messages: 1, Members Joined 0
time: 1588276460, Messages: 1, Members Joined 0
time: 1588276465, Messages: 1, Members Joined 0
time: 1588276470, Messages: 0, Members Joined 0
time: 1588276475, Messages: 1, Members Joined 0
time: 1588276480, Messages: 0, Members Joined 0
time: 1588276485, Messages: 1, Members Joined 0
time: 1588276490, Messages: 1, Members Joined 0
time: 1588276495, Messages: 1, Members Joined 0
time: 1588276500, Messages: 0, Members Joined 0
time: 1588276505, Messages: 0, Members Joined 0
time: 1588276510, Messages: 1, Members Joined 0
time: 1588276515, Messages: 0, Members Joined 0
time: 1588276520, Messages: 0, Members Joined 0
time: 1588276526, Messages: 0, Members Joined 0
time: 1588276531, Messages: 1, Members Joined 0
time: 1588276536, Messages: 0, Members Joined 0
time: 1588276541, Messages: 0, Members Joined 0
time: 1588276546, Messages: 0, Members Joined 0
time: 1588276551, Messages: 0, Members Joined 0
time: 1588276556, Messages: 0, Members Joined 0
time: 1588276561, Messages: 0, Members Joined 0
time: 1588276566, Messages: 0, Members Joined 0
time: 1588276571, Messages: 0, Members Joined 0
time: 1588276576, Messages: 0, Members Joined 0
time: 1588276581, Messages: 0, Members Joined 0
time: 1588276586, Messages: 0, Members Joined 0
time: 1588276591, Messages: 0, Members Joined 0
time: 1588276596, Messages: 0, Members Joined 0
time: 1588276601, Messages: 0, Members Joined 0
time: 1588276606, Messages: 0, Members Joined 0
time: 1588276611, Messages: 0, Members Joined 0
time: 1588276616, Messages: 0, Members Joined 0
time: 1588276621, Messages: 0, Members Joined 0
time: 1588276626, Messages: 0, Members Joined 0
time: 1588276631, Messages: 0, Members Joined 0
time: 1588276636, Messages: 0, Members Joined 0
time: 1588276641, Messages: 0, Members Joined 0
time: 1588276646, Messages: 0, Members Joined 0
time: 1588276651, Messages: 0, Members Joined 0
time: 1588276656, Messages: 0, Members Joined 0
time: 1588276661, Messages: 0, Members Joined 0
time: 1588276666, Messages: 0, Members Joined 0
time: 1588276671, Messages: 0, Members Joined 0
time: 1588276676, Messages: 0, Members Joined 0
time: 1588276681, Messages: 0, Members Joined 0
time: 1588276686, Messages: 0, Members Joined 0
time: 1588276691, Messages: 0, Members Joined 0
time: 1588276696, Messages: 0, Members Joined 0
time: 1588276718, Messages: 0, Members Joined 0
time: 1588276723, Messages: 1, Members Joined 0
time: 1588276728, Messages: 0, Members Joined 0
time: 1588276733, Messages: 1, Members Joined 0
time: 1588276738, Messages: 0, Members Joined 0
time: 1588276743, Messages: 0, Members Joined 0
time: 1588276748, Messages: 0, Members Joined 0
time: 1588276753, Messages: 0, Members Joined 0
time: 1588276758, Messages: 1, Members Joined 0
time: 1588276763, Messages: 1, Members Joined 0
time: 1588276768, Messages: 0, Members Joined 0
time: 1588276773, Messages: 0, Members Joined 0
time: 1588276778, Messages: 1, Members Joined 0
time: 1588276783, Messages: 0, Members Joined 0
time: 1588276788, Messages: 0, Members Joined 0
time: 1588276793, Messages: 0, Members Joined 0
time: 1588276798, Messages: 0, Members Joined 0
time: 1588276803, Messages: 1, Members Joined 0
time: 1588276808, Messages: 1, Members Joined 0
time: 1588276813, Messages: 1, Members Joined 0
time: 1588276818, Messages: 0, Members Joined 0
time: 1588276823, Messages: 0, Members Joined 0
time: 1588276828, Messages: 0, Members Joined 0
time: 1588276833, Messages: 1, Members Joined 0
time: 1588276838, Messages: 0, Members Joined 0
time: 1588276843, Messages: 1, Members Joined 0
time: 1588276848, Messages: 0, Members Joined 0
time: 1588276853, Messages: 0, Members Joined 0
time: 1588276858, Messages: 0, Members Joined 0
time: 1588276863, Messages: 0, Members Joined 0
time: 1588276868, Messages: 1, Members Joined 0
time: 1588276873, Messages: 0, Members Joined 0
time: 1588276878, Messages: 0, Members Joined 0
time: 1588276883, Messages: 1, Members Joined 0
time: 1588276888, Messages: 0, Members Joined 0
time: 1588276893, Messages: 1, Members Joined 0
time: 1588276898, Messages: 1, Members Joined 0
time: 1588276903, Messages: 1, Members Joined 0
time: 1588276908, Messages: 1, Members Joined 0
time: 1588276913, Messages: 0, Members Joined 0
time: 1588276918, Messages: 0, Members Joined 0
time: 1588276923, Messages: 0, Members Joined 0
time: 1588276928, Messages: 0, Members Joined 0
time: 1588276933, Messages: 0, Members Joined 0
time: 1588276938, Messages: 0, Members Joined 0
time: 1588276943, Messages: 0, Members Joined 0
time: 1588276948, Messages: 0, Members Joined 0
time: 1588276953, Messages: 0, Members Joined 0
time: 1588276958, Messages: 0, Members Joined 0
time: 1588276963, Messages: 0, Members Joined 0
time: 1588276968, Messages: 0, Members Joined 0
time: 1588276973, Messages: 1, Members Joined 0
time: 1588276978, Messages: 0, Members Joined 0
time: 1588277005, Messages: 0, Members Joined 0
time: 1588277010, Messages: 1, Members Joined 0
time: 1588277015, Messages: 1, Members Joined 0
time: 1588277020, Messages: 0, Members Joined 0
time: 1588277025, Messages: 0, Members Joined 0
time: 1588277030, Messages: 0, Members Joined 0
time: 1588277035, Messages: 0, Members Joined 0
time: 1588277040, Messages: 0, Members Joined 0
time: 1588277045, Messages: 0, Members Joined 0
time: 1588277050, Messages: 0, Members Joined 0
time: 1588277055, Messages: 0, Members Joined 0
time: 1588277061, Messages: 0, Members Joined 0
time: 1588277066, Messages: 1, Members Joined 0
time: 1588277071, Messages: 0, Members Joined 0
time: 1588277076, Messages: 0, Members Joined 0
time: 1588277081, Messages: 0, Members Joined 0
time: 1588277086, Messages: 0, Members Joined 0
time: 1588277091, Messages: 0, Members Joined 0
time: 1588277096, Messages: 0, Members Joined 0
time: 1588277101, Messages: 0, Members Joined 0
time: 1588277106, Messages: 0, Members Joined 0
time: 1588277111, Messages: 0, Members Joined 0
time: 1588277116, Messages: 0, Members Joined 0
time: 1588277121, Messages: 0, Members Joined 0
time: 1588277126, Messages: 0, Members Joined 0
time: 1588277131, Messages: 0, Members Joined 0
time: 1588277136, Messages: 0, Members Joined 0
time: 1588277141, Messages: 1, Members Joined 0
time: 1588277146, Messages: 0, Members Joined 0
time: 1588277151, Messages: 0, Members Joined 0
time: 1588277156, Messages: 0, Members Joined 0
time: 1588277161, Messages: 0, Members Joined 0
time: 1588277166, Messages: 0, Members Joined 0
time: 1588277171, Messages: 0, Members Joined 0
time: 1588277176, Messages: 0, Members Joined 0
time: 1588277181, Messages: 0, Members Joined 0
time: 1588277186, Messages: 0, Members Joined 0
time: 1588277191, Messages: 0, Members Joined 0
time: 1588277196, Messages: 0, Members Joined 0
time: 1588277201, Messages: 0, Members Joined 0
time: 1588277206, Messages: 1, Members Joined 0
time: 1588277211, Messages: 0, Members Joined 0
time: 1588277216, Messages: 0, Members Joined 0
time: 1588277221, Messages: 0, Members Joined 0
time: 1588277226, Messages: 0, Members Joined 0
time: 1588277231, Messages: 0, Members Joined 0
time: 1588277236, Messages: 0, Members Joined 0
time: 1588277241, Messages: 0, Members Joined 0
time: 1588277246, Messages: 0, Members Joined 0
time: 1588277251, Messages: 0, Members Joined 0
time: 1588277256, Messages: 0, Members Joined 0
time: 1588277261, Messages: 0, Members Joined 0
time: 1588277266, Messages: 0, Members Joined 0
time: 1588277271, Messages: 0, Members Joined 0
time: 1588277276, Messages: 0, Members Joined 0
time: 1588277281, Messages: 0, Members Joined 0
time: 1588277286, Messages: 0, Members Joined 0
time: 1588277291, Messages: 0, Members Joined 0
time: 1588277296, Messages: 0, Members Joined 0
time: 1588277301, Messages: 0, Members Joined 0
time: 1588277306, Messages: 0, Members Joined 0
time: 1588277311, Messages: 0, Members Joined 0
time: 1588277316, Messages: 0, Members Joined 0
time: 1588277321, Messages: 0, Members Joined 0
time: 1588277326, Messages: 0, Members Joined 0
time: 1588277331, Messages: 1, Members Joined 0
time: 1588277336, Messages: 0, Members Joined 0
time: 1588277341, Messages: 0, Members Joined 0
time: 1588277346, Messages: 0, Members Joined 0
time: 1588277351, Messages: 0, Members Joined 0
time: 1588277357, Messages: 0, Members Joined 0
time: 1588277364, Messages: 0, Members Joined 0
time: 1588277369, Messages: 0, Members Joined 0
time: 1588277374, Messages: 0, Members Joined 0
time: 1588277379, Messages: 0, Members Joined 0
time: 1588277384, Messages: 0, Members Joined 0
time: 1588277389, Messages: 1, Members Joined 0
time: 1588277394, Messages: 0, Members Joined 0
time: 1588277399, Messages: 0, Members Joined 0
time: 1588277404, Messages: 0, Members Joined 0
time: 1588277409, Messages: 0, Members Joined 0
time: 1588277414, Messages: 0, Members Joined 0
time: 1588277419, Messages: 0, Members Joined 0
time: 1588277424, Messages: 0, Members Joined 0
time: 1588277429, Messages: 0, Members Joined 0
time: 1588277434, Messages: 0, Members Joined 0
time: 1588277439, Messages: 0, Members Joined 0
time: 1588277444, Messages: 0, Members Joined 0
time: 1588277449, Messages: 0, Members Joined 0
time: 1588277454, Messages: 0, Members Joined 0
time: 1588277459, Messages: 0, Members Joined 0
time: 1588277465, Messages: 0, Members Joined 0
time: 1588277470, Messages: 0, Members Joined 0
time: 1588277475, Messages: 0, Members Joined 0
time: 1588277480, Messages: 0, Members Joined 0
time: 1588277485, Messages: 0, Members Joined 0
time: 1588277490, Messages: 0, Members Joined 0
time: 1588277495, Messages: 0, Members Joined 0
time: 1588277500, Messages: 0, Members Joined 0
time: 1588277505, Messages: 0, Members Joined 0
time: 1588277510, Messages: 0, Members Joined 0
time: 1588277515, Messages: 0, Members Joined 0
time: 1588277520, Messages: 0, Members Joined 0
time: 1588277525, Messages: 0, Members Joined 0
time: 1588277530, Messages: 0, Members Joined 0
time: 1588277535, Messages: 0, Members Joined 0
time: 1588277540, Messages: 0, Members Joined 0
time: 1588277545, Messages: 0, Members Joined 0
time: 1588277550, Messages: 0, Members Joined 0
time: 1588277555, Messages: 0, Members Joined 0
time: 1588277560, Messages: 0, Members Joined 0
time: 1588277565, Messages: 0, Members Joined 0
time: 1588277570, Messages: 0, Members Joined 0
time: 1588277575, Messages: 0, Members Joined 0
time: 1588277580, Messages: 0, Members Joined 0
time: 1588277585, Messages: 0, Members Joined 0
time: 1588277590, Messages: 0, Members Joined 0
time: 1588277595, Messages: 0, Members Joined 0
time: 1588277600, Messages: 0, Members Joined 0
time: 1588277605, Messages: 0, Members Joined 0
time: 1588277610, Messages: 0, Members Joined 0
time: 1588277615, Messages: 0, Members Joined 0
time: 1588277620, Messages: 0, Members Joined 0
time: 1588277625, Messages: 0, Members Joined 0
time: 1588277630, Messages: 0, Members Joined 0
time: 1588277635, Messages: 0, Members Joined 0
time: 1588277640, Messages: 0, Members Joined 0
time: 1588277645, Messages: 0, Members Joined 0
time: 1588277650, Messages: 0, Members Joined 0
time: 1588277655, Messages: 0, Members Joined 0
time: 1588277660, Messages: 0, Members Joined 0
time: 1588277665, Messages: 0, Members Joined 0
time: 1588277670, Messages: 0, Members Joined 0
time: 1588277675, Messages: 0, Members Joined 0
time: 1588277680, Messages: 0, Members Joined 0
time: 1588277685, Messages: 0, Members Joined 0
time: 1588277690, Messages: 0, Members Joined 0
time: 1588277695, Messages: 0, Members Joined 0
time: 1588277700, Messages: 0, Members Joined 0
time: 1588277705, Messages: 0, Members Joined 0
time: 1588277710, Messages: 0, Members Joined 0
time: 1588277715, Messages: 0, Members Joined 0
time: 1588277720, Messages: 0, Members Joined 0
time: 1588277725, Messages: 0, Members Joined 0
time: 1588277730, Messages: 0, Members Joined 0
time: 1588277735, Messages: 0, Members Joined 0
time: 1588277740, Messages: 0, Members Joined 0
time: 1588277745, Messages: 0, Members Joined 0
time: 1588277750, Messages: 0, Members Joined 0
time: 1588277755, Messages: 0, Members Joined 0
time: 1588277760, Messages: 0, Members Joined 0
time: 1588277765, Messages: 0, Members Joined 0
time: 1588277770, Messages: 0, Members Joined 0
time: 1588277775, Messages: 0, Members Joined 0
time: 1588277780, Messages: 0, Members Joined 0
time: 1588277785, Messages: 0, Members Joined 0
time: 1588277790, Messages: 0, Members Joined 0
time: 1588277795, Messages: 0, Members Joined 0
time: 1588277800, Messages: 0, Members Joined 0
time: 1588277805, Messages: 0, Members Joined 0
time: 1588277810, Messages: 0, Members Joined 0
time: 1588277815, Messages: 0, Members Joined 0
time: 1588277820, Messages: 0, Members Joined 0
time: 1588277825, Messages: 0, Members Joined 0
time: 1588277830, Messages: 0, Members Joined 0
time: 1588277835, Messages: 0, Members Joined 0
time: 1588277840, Messages: 0, Members Joined 0
time: 1588277845, Messages: 0, Members Joined 0
time: 1588277850, Messages: 0, Members Joined 0
time: 1588277855, Messages: 0, Members Joined 0
time: 1588277860, Messages: 0, Members Joined 0
time: 1588277865, Messages: 0, Members Joined 0
time: 1588277870, Messages: 0, Members Joined 0
time: 1588277875, Messages: 0, Members Joined 0
time: 1588277880, Messages: 0, Members Joined 0
time: 1588277885, Messages: 0, Members Joined 0
time: 1588277890, Messages: 0, Members Joined 0
time: 1588277895, Messages: 0, Members Joined 0
time: 1588277900, Messages: 0, Members Joined 0
time: 1588277905, Messages: 0, Members Joined 0
time: 1588277910, Messages: 0, Members Joined 0
time: 1588277915, Messages: 0, Members Joined 0
time: 1588277920, Messages: 0, Members Joined 0
time: 1588277925, Messages: 0, Members Joined 0
time: 1588277930, Messages: 0, Members Joined 0
time: 1588277935, Messages: 0, Members Joined 0
time: 1588277940, Messages: 0, Members Joined 0
time: 1588277945, Messages: 0, Members Joined 0
time: 1588277950, Messages: 0, Members Joined 0
time: 1588277955, Messages: 0, Members Joined 0
time: 1588277961, Messages: 0, Members Joined 0
time: 1588277966, Messages: 0, Members Joined 0
time: 1588277971, Messages: 0, Members Joined 0
time: 1588277976, Messages: 0, Members Joined 0
time: 1588277981, Messages: 0, Members Joined 0
time: 1588277986, Messages: 0, Members Joined 0
time: 1588277991, Messages: 0, Members Joined 0
time: 1588277996, Messages: 0, Members Joined 0
time: 1588278001, Messages: 0, Members Joined 0
time: 1588278006, Messages: 0, Members Joined 0
time: 1588278011, Messages: 0, Members Joined 0
time: 1588278016, Messages: 0, Members Joined 0
time: 1588278021, Messages: 0, Members Joined 0
time: 1588278026, Messages: 0, Members Joined 0
time: 1588278031, Messages: 0, Members Joined 0
time: 1588278036, Messages: 0, Members Joined 0
time: 1588278041, Messages: 0, Members Joined 0
time: 1588278046, Messages: 0, Members Joined 0
time: 1588278051, Messages: 0, Members Joined 0
time: 1588278056, Messages: 0, Members Joined 0
time: 1588278061, Messages: 0, Members Joined 0
time: 1588278066, Messages: 0, Members Joined 0
time: 1588278071, Messages: 0, Members Joined 0
time: 1588278076, Messages: 0, Members Joined 0
time: 1588278081, Messages: 0, Members Joined 0
time: 1588278086, Messages: 0, Members Joined 0
time: 1588278091, Messages: 0, Members Joined 0
time: 1588278096, Messages: 0, Members Joined 0
time: 1588278101, Messages: 0, Members Joined 0
time: 1588278106, Messages: 0, Members Joined 0
time: 1588278111, Messages: 0, Members Joined 0
time: 1588278116, Messages: 0, Members Joined 0
time: 1588278121, Messages: 0, Members Joined 0
time: 1588278126, Messages: 0, Members Joined 0
time: 1588278131, Messages: 0, Members Joined 0
time: 1588278136, Messages: 0, Members Joined 0
time: 1588278141, Messages: 0, Members Joined 0
time: 1588278146, Messages: 0, Members Joined 0
time: 1588278151, Messages: 0, Members Joined 0
time: 1588278156, Messages: 0, Members Joined 0
time: 1588278161, Messages: 0, Members Joined 0
time: 1588278166, Messages: 0, Members Joined 0
time: 1588278201, Messages: 0, Members Joined 0
time: 1588278206, Messages: 1, Members Joined 0
time: 1588278211, Messages: 0, Members Joined 0
time: 1588278216, Messages: 0, Members Joined 0
time: 1588278221, Messages: 0, Members Joined 0
time: 1588278226, Messages: 0, Members Joined 0
time: 1588278233, Messages: 0, Members Joined 0
time: 1588278238, Messages: 1, Members Joined 0
time: 1588278243, Messages: 0, Members Joined 0
time: 1588278248, Messages: 0, Members Joined 0
time: 1588278253, Messages: 0, Members Joined 0
time: 1588278258, Messages: 0, Members Joined 0
time: 1588278263, Messages: 0, Members Joined 0
time: 1588278268, Messages: 0, Members Joined 0
time: 1588278273, Messages: 0, Members Joined 0
time: 1588278278, Messages: 0, Members Joined 0
time: 1588278283, Messages: 0, Members Joined 0
time: 1588278288, Messages: 0, Members Joined 0
time: 1588278293, Messages: 0, Members Joined 0
time: 1588278298, Messages: 0, Members Joined 0
time: 1588278873, Messages: 0, Members Joined 0
time: 1588278878, Messages: 0, Members Joined 0
time: 1588278883, Messages: 1, Members Joined 0
time: 1588278888, Messages: 1, Members Joined 0
time: 1588278893, Messages: 1, Members Joined 0
time: 1588278910, Messages: 0, Members Joined 0
time: 1588278915, Messages: 0, Members Joined 0
time: 1588278920, Messages: 0, Members Joined 0
time: 1588278925, Messages: 0, Members Joined 0
time: 1588278930, Messages: 0, Members Joined 0
time: 1588278935, Messages: 0, Members Joined 0
time: 1588278940, Messages: 0, Members Joined 0
time: 1588278945, Messages: 0, Members Joined 0
time: 1588278950, Messages: 0, Members Joined 0
time: 1588278955, Messages: 0, Members Joined 0
time: 1588278960, Messages: 0, Members Joined 0
time: 1588278965, Messages: 0, Members Joined 0
time: 1588278970, Messages: 0, Members Joined 0
time: 1588278975, Messages: 0, Members Joined 0
time: 1588278980, Messages: 0, Members Joined 0
time: 1588278985, Messages: 0, Members Joined 0
time: 1588278990, Messages: 0, Members Joined 0
time: 1588278995, Messages: 0, Members Joined 0
time: 1588279000, Messages: 0, Members Joined 0
time: 1588279005, Messages: 0, Members Joined 0
time: 1588279010, Messages: 0, Members Joined 0
time: 1588279015, Messages: 0, Members Joined 0
time: 1588279020, Messages: 0, Members Joined 0
time: 1588279025, Messages: 0, Members Joined 0
time: 1588279030, Messages: 0, Members Joined 0
time: 1588279035, Messages: 0, Members Joined 0
time: 1588279040, Messages: 0, Members Joined 0
time: 1588279045, Messages: 0, Members Joined 0
time: 1588279050, Messages: 0, Members Joined 0
time: 1588279055, Messages: 0, Members Joined 0
time: 1588279060, Messages: 0, Members Joined 0
time: 1588279065, Messages: 0, Members Joined 0
time: 1588279070, Messages: 0, Members Joined 0
time: 1588279075, Messages: 0, Members Joined 0
time: 1588279080, Messages: 0, Members Joined 0
time: 1588279085, Messages: 0, Members Joined 0
time: 1588279090, Messages: 0, Members Joined 0
time: 1588279095, Messages: 0, Members Joined 0
time: 1588279100, Messages: 0, Members Joined 0
time: 1588279105, Messages: 0, Members Joined 0
time: 1588279110, Messages: 0, Members Joined 0
time: 1588279115, Messages: 0, Members Joined 0
time: 1588279120, Messages: 0, Members Joined 0
